20151101
64         PYRENEES ATLANTIQUES          
PLACE      PUBLIQUE                   
ROUTE      DU PORT                    
CHEMIN     DE POUCHIOU                
CHEMIN     DE LA RIBERE               
CHEMIN     DE LA RIBERE DU MECH       
CHEMIN     DE SABALETTE               
RUE        SAINT JACQUES              
CHEMIN     DE SAINT MARTIN            
ROUTE      DE SAINT PALAIS            
CHEMIN     DE SALIE                   
CHEMIN     DE SANGLAR                 
RUELLE     SANZ                       
CHEMIN     DU SARCOU                  
CHEMIN     DE SARRITTE                
CHEMIN     DE SARROT                  
CHEMIN     DE SOUDON                  
CHEMIN     CARRERE DOUS TACHETES      
CHEMIN     DES TAILLEURS DE PIERRE    
RUE        DU STADE                   
CHEMIN     DE TALE                    
CHEMIN     DE TAMBAOU                 
CHEMIN     DU THYS                    
CHEMIN     DE TOUGNET                 
CHEMIN     DES TULIPIERS              
CHEMIN     DE TURENNE                 
CHEMIN     D'URANGUE                  
CHEMIN     D'USANITS                  
CHEMIN     DE VIEUX CREMENDY          
ALLEE      DES VIGNES                 
           commune :     BIDARRAY                       departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ABARACOA                   
LIEU-DIT   ABARACOU                   
LIEU-DIT   ANCHORDOQUIA               
LIEU-DIT   ANTONNENIA                 
LIEU-DIT   AORETACOBORDA              
LIEU-DIT   ARCAINAENIA                
LIEU-DIT   ARLAN                      
LIEU-DIT   ARRERENBORDABRURUA         
LIEU-DIT   ARROUCHIA                  
LIEU-DIT   ARTHATECHIPIA              
LIEU-DIT   ARZALATTIPIA               
LIEU-DIT   ATATENIA                   
LIEU-DIT   BAIGOURA                   
LIEU-DIT   BASSAGAITCE                
LIEU-DIT   BASSAGAITCEGAGNE           
LIEU-DIT   BASSAGAR                   
LIEU-DIT   BEGUIEDERONIA              
LIEU-DIT   BELASCAINIA                
LIEU-DIT   BERNATENEA                 
LIEU-DIT   BERROQUY                   
LIEU-DIT   BETISCOENIA                
LIEU-DIT   BICHICHAUNIA               
LIEU-DIT   BIDARRAENIA                
LIEU-DIT   BORDABERRIA                
LIEU-DIT   BOUROUZOUNE                
LIEU-DIT   BURUCHOURIA                
LIEU-DIT   CALDAINIA                  
LIEU-DIT   CAMPETACOMACOURRA          
LIEU-DIT   CARACOITCHIA               
LIEU-DIT   CARLOIXCHENBORDA           
LIEU-DIT   CASQUETACOBORDA            
LIEU-DIT   COSQUETENIA                
LIEU-DIT   CELHARBOUROU               
LIEU-DIT   CHABADINENIA               
LIEU-DIT   CHAHATOENIA                
LIEU-DIT   CHANCHONIA                 
LIEU-DIT   CHARRABOIL                 
LIEU-DIT   CHASTRA                    
LIEU-DIT   CHOUHOURRABORDA            
LIEU-DIT   CHOUHOURRANIA              
LIEU-DIT   CHOURIO                    
LIEU-DIT   CHOURROUT ERRECA           
LIEU-DIT   CHURRUTA                   
LIEU-DIT   COUCHIBORDA                
LIEU-DIT   COUCHY                     
LIEU-DIT   ERECAICECOMALDA            
LIEU-DIT   ERRAMONDEGUYA              
LIEU-DIT   ERRAMUNIEA                 
LIEU-DIT   ERRECALDE                  
LIEU-DIT   ERRECART                   
LIEU-DIT   ERREGUETTO                 
LIEU-DIT   ERRIPA                     
LIEU-DIT   ESPADA                     
LIEU-DIT   ESQUELETACOHEGNIA          
LIEU-DIT   ESQUERRA                   
LIEU-DIT   ESTEINUA                   
LIEU-DIT   ESTEINUAMENDY              
LIEU-DIT   ESTEINUCOBORDABERRIA       
LIEU-DIT   ETCHEBELS                  
LIEU-DIT   ETCHECHOURY                
LIEU-DIT   ETCHEGARAY                 
LIEU-DIT   ETCHEPARIA                 
LIEU-DIT   ETCHEREYALDECOBORDA        
LIEU-DIT   ETCHEREYBEHERE             
LIEU-DIT   ETCHEREYCOPARETA           
LIEU-DIT   FARDA                      
LIEU-DIT   GACOTA                     
LIEU-DIT   GACOTABEHERIA              
LIEU-DIT   GALCAGORRIGARAY            
LIEU-DIT   GALZAGORRIA                
LIEU-DIT   GANARY                     
LIEU-DIT   GANGOURDONIA               
LIEU-DIT   GARBALA                    
LIEU-DIT   GORRIAENIA                 
LIEU-DIT   HALSOUBORDACOCHARRIA       
LIEU-DIT   HARATECOMALDA              
LIEU-DIT   HARGUINA                   
LIEU-DIT   HARISQUETA                 
LIEU-DIT   HARLEPHOUA                 
LIEU-DIT   HARRIBELSCOMALDA           
LIEU-DIT   HARRIENIA                  
LIEU-DIT   HARRIHANDY                 
LIEU-DIT   HEHALEANIA                 
LIEU-DIT   IBARLA                     
LIEU-DIT   INCHABORTIA                
LIEU-DIT   INGOUROUMENDY              
LIEU-DIT   INZABIA                    
LIEU-DIT   INZABITTIPIA               
LIEU-DIT   IROUSSOU                   
LIEU-DIT   ITCENIA                    
LIEU-DIT   ITOLA                      
LIEU-DIT   JAUREGUY                   
LIEU-DIT   JAUREGUYCOBORDA            
LIEU-DIT   LACHONBORDA                
LIEU-DIT   LARDAPIDIA                 
LIEU-DIT   LARRALDENIA                
LIEU-DIT   LARRATENIA                 
LIEU-DIT   LATCARRE                   
LIEU-DIT   LAURENCHENIA               
LIEU-DIT   LAXAGA                     
LIEU-DIT   LEGARLEPHO                 
LIEU-DIT   LICHERO                    
LIEU-DIT   LOHIETA                    
LIEU-DIT   MACHALO                    
LIEU-DIT   MALIENIA                   
LIEU-DIT   MANGUIANEA                 
LIEU-DIT   MARAPOUCHOUNEA             
LIEU-DIT   MARISTEGUIHEGUIA           
LIEU-DIT   MARMALUCHE                 
LIEU-DIT   MARMAROA                   
LIEU-DIT   MARMELUCHE                 
LIEU-DIT   MATCHY                     
LIEU-DIT   MEHACA                     
LIEU-DIT   MENDIBOURIA                
LIEU-DIT   MENDICEPARETA              
LIEU-DIT   MENDICOBORDA               
LIEU-DIT   MENDIGAIN                  
LIEU-DIT   MICOLASSENIA               
LIEU-DIT   MIGUELENIA                 
LIEU-DIT   MOCKORIA                   
LIEU-DIT   MONHOA                     
LIEU-DIT   MOUNHOTOA                  
LIEU-DIT   MUNOCOBORDA                
LIEU-DIT   NOBLIALDA                  
LIEU-DIT   OCQUINBELTS                
LIEU-DIT   OILLASCOA                  
LIEU-DIT   OLHA                       
LIEU-DIT   OLAREPEA                   
LIEU-DIT   ONDICOLA                   
LIEU-DIT   ONHOUANIA                  
LIEU-DIT   ORDOQUIA                   
LIEU-DIT   ORDOQUIABEHERE             
LIEU-DIT   OSSIARTIA                  
LIEU-DIT   OURCHILEPHO                
LIEU-DIT   OURDABOURIA                
LIEU-DIT   OXANDABOURE                
LIEU-DIT   OYHANA                     
LIEU-DIT   OYHARCABALIA               
LIEU-DIT   PARDA                      
LIEU-DIT   PEILLOENIA                 
LIEU-DIT   PALOEMBORDA                
LIEU-DIT   PERENAUT                   
LIEU-DIT   PHILIPENIA                 
LIEU-DIT   PIERRESGORRY               
LIEU-DIT   PINONIA                    
LIEU-DIT   PINPABORDOQUY              
LIEU-DIT   PINPIRENE                  
LIEU-DIT   PINPIRENECOMALDA           
LIEU-DIT   POUTCHOU                   
LIEU-DIT   SAGENA                     
LIEU-DIT   SALA                       
LIEU-DIT   SATAL                      
LIEU-DIT   SECAFIASOLA                
LIEU-DIT   SELHAY                     
LIEU-DIT   SELHAYBURU                 
LIEU-DIT   SOURRAYA                   
LIEU-DIT   TEILAGUINAGAINA            
LIEU-DIT   TIPINANIA                  
LIEU-DIT   TOMBA                      
LIEU-DIT   TONPERITX                  
LIEU-DIT   TOURCHILI                  
LIEU-DIT   TOURCHILIENBORDA           
LIEU-DIT   TRISTAN                    
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   ZAPATAINA                  
LIEU-DIT   QUA ARNATE                 
LIEU-DIT   QUA BASSABURU              
LIEU-DIT   LE BOURG                   
LIEU-DIT   CANARY                     
CHEMIN     DE L EGLISE                
           commune :     BIDART                         departement : PYRENEES ATLANTIQUES          
LOT        ARGITXU                    
LOT        ARROBIA                    
ZA         DE BASSILOUR               
RESIDENCE  BIDART PLAGE               
RESIDENCE  CAPERA                     
RESIDENCE  CATALINENIA                
LOT        CHORRIEKIN                 
RESIDENCE  LE CLOS ETCHOLA            
LOT        CUCHINTCHERRI              
LOT        DONA MARIA                 
RESIDENCE  ERRETEGIA                  
RESIDENCE  ETCHE ONA                  
RESIDENCE  DU FRONTON                 
LOT        GARACOITZ                  
HAM        DU GOLF                    
RESIDENCE  GUEHETALDIA                
RESIDENCE  HAMEAU PHENZEA             
LOT        HIRI ARTEA                 
RESIDENCE  HEGO ALDE                  
ZAC        DES JARDINS DE BASSILOUR   
LOT        JAURREGUIA                 
LOT        LUKUCHENIA                 
RESIDENCE  MAEVA                      
RESIDENCE  MAITENA                    
HAM        DE MARIHART                
HAM        DE MARIKA                  
RESIDENCE  DE L OCEAN                 
HAM        DE L OCEAN                 
RESIDENCE  OCEANIC                    
LOT        PARC BASQUE                
LOT        PIMPIRINAK                 
RESIDENCE  LE REGENT                  
RESIDENCE  LA RHUNE                   
LOT        SALICARTE                  
ZONE       TECHNOPOLE IZARBEL         
RESIDENCE  TOKI MAITENA               
RESIDENCE  TTIKICHKO                  
RESIDENCE  UR GAINA                   
LOT        XAN XAN GORRI              
RESIDENCE  ZIRLINGA                   
RESIDENCE  ESQUIROT                   
LIEU-DIT   AGORETTA                   
LIEU-DIT   AGUERRIA                   
LIEU-DIT   ALTURA                     
LIEU-DIT   BASSILOUR                  
LIEU-DIT   BELLEVUE                   
LIEU-DIT   BERHOA                     
LIEU-DIT   BISTA EDER                 
LIEU-DIT   BORDA                      
LIEU-DIT   BURRUNTZ                   
LIEU-DIT   CAMBARRE                   
LIEU-DIT   CASEVILLE                  
LIEU-DIT   CERUBA                     
LIEU-DIT   CHAILLA                    
LIEU-DIT   LA CHAPELLE                
LIEU-DIT   CHUCHUENIA                 
LIEU-DIT   CHUTIQUETA                 
LIEU-DIT   CUMBA                      
LIEU-DIT   A COMPLETER                
LIEU-DIT   CONTRESTA                  
LIEU-DIT   DONA MARIA                 
LIEU-DIT   ECOLES                     
LIEU-DIT   ERRETEGIA NORD             
LIEU-DIT   ERRETEGIA SUD              
LIEU-DIT   ERROTABERRIA               
LIEU-DIT   TTALIENIA                  
LIEU-DIT   GACHONENEA                 
LIEU-DIT   GARACOITZ                  
LIEU-DIT   LA GARE                    
LIEU-DIT   ILBARRITZ NORD             
LIEU-DIT   ILBARRITZ SUD              
LIEU-DIT   KATALINENIA                
LIEU-DIT   KOSKENIA                   
LIEU-DIT   LARRALDEA                  
LIEU-DIT   LARREBURUA                 
LIEU-DIT   LARRUN BAITA               
LIEU-DIT   LARUN BISTA                
LIEU-DIT   MAGDALENA                  
LIEU-DIT   MANCHULAS                  
LIEU-DIT   MARTIENEA                  
LIEU-DIT   OYHANA                     
LIEU-DIT   PARDO                      
LIEU-DIT   PARLAMENTIA EST            
LIEU-DIT   PARLAMENTIA-OUEST          
LIEU-DIT   PILOTENIA                  
LIEU-DIT   PITREMBORDA                
LIEU-DIT   LA PLACE                   
LIEU-DIT   LA PLAGE                   
LIEU-DIT   LE POUY                    
LIEU-DIT   PE MARTIN                  
LIEU-DIT   RAMUNTCHO                  
LIEU-DIT   SACCHINO                   
LIEU-DIT   SAINT JOSEPH               
LIEU-DIT   SEMPAU                     
LIEU-DIT   UHABIA                     
LIEU-DIT   UHALDIA                    
LIEU-DIT   URDELARRON                 
LIEU-DIT   URONEA                     
LIEU-DIT   URSOKO LARREAK             
LIEU-DIT   VILLA BRULALOU             
LIEU-DIT   VILLA LE BOULCH            
LIEU-DIT   QRT MAURICE PIERRE         
LIEU-DIT   AU BOURG                   
LIEU-DIT   LOT ARGITXU                
LIEU-DIT   LOT GARICOITS              
LIEU-DIT   HAMEAU DE MARIHART         
LIEU-DIT   HAMEAU DE MARIKA           
LIEU-DIT   LOT HIRI ARTEA             
LIEU-DIT   HAM DE L OCEAN             
LIEU-DIT   HAM DU GOLF                
LIEU-DIT   LOT SALICARTE              
LIEU-DIT   LOT LUKUCHENIA             
LIEU-DIT   LOT XAN XAN GORRI          
LIEU-DIT   LOT YAUREGUIA              
LIEU-DIT   QUA MOULIOS                
CR         ADAMENE KO BIDEA           
RUE        D AGORETTA                 
ALLEE      ANTOINE D ABBADIE          
ROUTE      D AHETZE                   
VOIE       DU LOTISSEMENT HEGO ALDE   
AVENUE     ALPHONSE 13                
CHEMIN     D ANTCHIBERRIA             
RUE        D ANTCHOENIA               
PASS       ANTCHOENEA                 
AVENUE     DES ANGLAIS                
VOIE       LOT ARGITXU                
D          255 DE BIARRITZ A ARBONNE  
CHEMIN     ANTCHIBERRIA               
ALLEE      ARGUIZABAL                 
